Observation,Measure,Measure,Area Code,Area,Year,Quarter
97477,New dwellings,New dwellings,E92000001,England,1997,Q3
96351,New dwellings,New dwellings,E92000001,England,1997,Q4
98401,New dwellings,New dwellings,E92000001,England,1998,Q1
102121,New dwellings,New dwellings,E92000001,England,1998,Q2
98325,New dwellings,New dwellings,E92000001,England,1998,Q3
105498,New dwellings,New dwellings,E92000001,England,1998,Q4
113454,New dwellings,New dwellings,E92000001,England,1999,Q1
117746,New dwellings,New dwellings,E92000001,England,1999,Q2
120062,New dwellings,New dwellings,E92000001,England,1999,Q3
124250,New dwellings,New dwellings,E92000001,England,1999,Q4
128136,New dwellings,New dwellings,E92000001,England,2000,Q1
128976,New dwellings,New dwellings,E92000001,England,2000,Q2
131652,New dwellings,New dwellings,E92000001,England,2000,Q3
135310,New dwellings,New dwellings,E92000001,England,2000,Q4
138406,New dwellings,New dwellings,E92000001,England,2001,Q1
138703,New dwellings,New dwellings,E92000001,England,2001,Q2
146945,New dwellings,New dwellings,E92000001,England,2001,Q3
147292,New dwellings,New dwellings,E92000001,England,2001,Q4
152645,New dwellings,New dwellings,E92000001,England,2002,Q1
163236,New dwellings,New dwellings,E92000001,England,2002,Q2
176738,New dwellings,New dwellings,E92000001,England,2002,Q3
178407,New dwellings,New dwellings,E92000001,England,2002,Q4
177346,New dwellings,New dwellings,E92000001,England,2003,Q1
194295,New dwellings,New dwellings,E92000001,England,2003,Q2
216228,New dwellings,New dwellings,E92000001,England,2003,Q3
214274,New dwellings,New dwellings,E92000001,England,2003,Q4
218324,New dwellings,New dwellings,E92000001,England,2004,Q1
221682,New dwellings,New dwellings,E92000001,England,2004,Q2
229558,New dwellings,New dwellings,E92000001,England,2004,Q3
218753,New dwellings,New dwellings,E92000001,England,2004,Q4
225320,New dwellings,New dwellings,E92000001,England,2005,Q1
225787,New dwellings,New dwellings,E92000001,England,2005,Q2
226704,New dwellings,New dwellings,E92000001,England,2005,Q3
223863,New dwellings,New dwellings,E92000001,England,2005,Q4
230668,New dwellings,New dwellings,E92000001,England,2006,Q1
229798,New dwellings,New dwellings,E92000001,England,2006,Q2
226508,New dwellings,New dwellings,E92000001,England,2006,Q3
226828,New dwellings,New dwellings,E92000001,England,2006,Q4
223799,New dwellings,New dwellings,E92000001,England,2007,Q1
227375,New dwellings,New dwellings,E92000001,England,2007,Q2
2242140739932922,New dwellings,New dwellings,E92000001,England,2007,Q3
226987.77029297108,New dwellings,New dwellings,E92000001,England,2007,Q4
226042.77072151273,New dwellings,New dwellings,E92000001,England,2008,Q1
232954.28428037663,New dwellings,New dwellings,E92000001,England,2008,Q2
2221924134560234,New dwellings,New dwellings,E92000001,England,2008,Q3
200552.97966911015,New dwellings,New dwellings,E92000001,England,2008,Q4
192552.24060743142,New dwellings,New dwellings,E92000001,England,2009,Q1
193860.1363735753,New dwellings,New dwellings,E92000001,England,2009,Q2
204561.87534529556,New dwellings,New dwellings,E92000001,England,2009,Q3
209237.2699171435,New dwellings,New dwellings,E92000001,England,2009,Q4
211161.34945445127,New dwellings,New dwellings,E92000001,England,2010,Q1
218355.24574223222,New dwellings,New dwellings,E92000001,England,2010,Q2
218384.106055457,New dwellings,New dwellings,E92000001,England,2010,Q3
222195.28557417728,New dwellings,New dwellings,E92000001,England,2010,Q4
213661.19593640932,New dwellings,New dwellings,E92000001,England,2011,Q1
225455.80251153736,New dwellings,New dwellings,E92000001,England,2011,Q2
235013.57630908143,New dwellings,New dwellings,E92000001,England,2011,Q3
240854.93025499655,New dwellings,New dwellings,E92000001,England,2011,Q4
232214.1879731838,New dwellings,New dwellings,E92000001,England,2012,Q1
235375.95966016865,New dwellings,New dwellings,E92000001,England,2012,Q2
237467.89916666667,New dwellings,New dwellings,E92000001,England,2012,Q3
237104.74300000002,New dwellings,New dwellings,E92000001,England,2012,Q4
233968.83475918882,New dwellings,New dwellings,E92000001,England,2013,Q1
249659.6629848072,New dwellings,New dwellings,E92000001,England,2013,Q2
250186.3338812734,New dwellings,New dwellings,E92000001,England,2013,Q3
250401.30885278108,New dwellings,New dwellings,E92000001,England,2013,Q4
273973.6829666667,New dwellings,New dwellings,E92000001,England,2014,Q1
293957013524852,New dwellings,New dwellings,E92000001,England,2014,Q2
293774.9065092536,New dwellings,New dwellings,E92000001,England,2014,Q3
279511,New dwellings,New dwellings,E92000001,England,2014,Q4
274268,New dwellings,New dwellings,E92000001,England,2015,Q1
293784.3333333333,New dwellings,New dwellings,E92000001,England,2015,Q2
295662,New dwellings,New dwellings,E92000001,England,2015,Q3
291706.75666666665,New dwellings,New dwellings,E92000001,England,2015,Q4
299949.9786663154,New dwellings,New dwellings,E92000001,England,2016,Q1
293226.17354973365,New dwellings,New dwellings,E92000001,England,2016,Q2
298641.6579749821,New dwellings,New dwellings,E92000001,England,2016,Q3
314891.78603471274,New dwellings,New dwellings,E92000001,England,2016,Q4
302029.41081817605,New dwellings,New dwellings,E92000001,England,2017,Q1
316204.1687078733,New dwellings,New dwellings,E92000001,England,2017,Q2
315572.43297300884,New dwellings,New dwellings,E92000001,England,2017,Q3
318861.289012999,New dwellings,New dwellings,E92000001,England,2017,Q4
315555.59273605095,New dwellings,New dwellings,E92000001,England,2018,Q1
320530.2529248079,New dwellings,New dwellings,E92000001,England,2018,Q2
321902.35222293896,New dwellings,New dwellings,E92000001,England,2018,Q3
314278.2840142146,New dwellings,New dwellings,E92000001,England,2018,Q4
3130779467604215,New dwellings,New dwellings,E92000001,England,2019,Q1
314301.3333333333,New dwellings,New dwellings,E92000001,England,2019,Q2
319906.6666666667,New dwellings,New dwellings,E92000001,England,2019,Q3
319094.6666666667,New dwellings,New dwellings,E92000001,England,2019,Q4
323560.3333333333,New dwellings,New dwellings,E92000001,England,2020,Q1
315989,New dwellings,New dwellings,E92000001,England,2020,Q2
330127.3333333333,New dwellings,New dwellings,E92000001,England,2020,Q3
335747.6666666667,New dwellings,New dwellings,E92000001,England,2020,Q4
344535.3333333333,New dwellings,New dwellings,E92000001,England,2021,Q1
338468.6666666667,New dwellings,New dwellings,E92000001,England,2021,Q2
305324.6666666667,New dwellings,New dwellings,E92000001,England,2021,Q3
319052,New dwellings,New dwellings,E92000001,England,2021,Q4
338111.6666666667,New dwellings,New dwellings,E92000001,England,2022,Q1
339798.3333333333,New dwellings,New dwellings,E92000001,England,2022,Q2
345547.6666666667,New dwellings,New dwellings,E92000001,England,2022,Q3
338952.3333333333,New dwellings,New dwellings,E92000001,England,2022,Q4
335552.6666666667,New dwellings,New dwellings,E92000001,England,2023,Q1
74853,New dwellings,New dwellings,E12000001,North East,1992,Q2
65669,New dwellings,New dwellings,E12000001,North East,1992,Q3
72128,New dwellings,New dwellings,E12000001,North East,1992,Q4
68510,New dwellings,New dwellings,E12000001,North East,1993,Q1
81174,New dwellings,New dwellings,E12000001,North East,1993,Q2
76200,New dwellings,New dwellings,E12000001,North East,1993,Q3
69253,New dwellings,New dwellings,E12000001,North East,1993,Q4
72642,New dwellings,New dwellings,E12000001,North East,1994,Q1
70518,New dwellings,New dwellings,E12000001,North East,1994,Q2
67907,New dwellings,New dwellings,E12000001,North East,1994,Q3
81286,New dwellings,New dwellings,E12000001,North East,1994,Q4
69845,New dwellings,New dwellings,E12000001,North East,1995,Q1
65814,New dwellings,New dwellings,E12000001,North East,1995,Q2
70034,New dwellings,New dwellings,E12000001,North East,1995,Q3
68129,New dwellings,New dwellings,E12000001,North East,1995,Q4
67681,New dwellings,New dwellings,E12000001,North East,1996,Q1
77264,New dwellings,New dwellings,E12000001,North East,1996,Q2
78091,New dwellings,New dwellings,E12000001,North East,1996,Q3
69768,New dwellings,New dwellings,E12000001,North East,1996,Q4
73556,New dwellings,New dwellings,E12000001,North East,1997,Q1
72211,New dwellings,New dwellings,E12000001,North East,1997,Q2
73149,New dwellings,New dwellings,E12000001,North East,1997,Q3
81004,New dwellings,New dwellings,E12000001,North East,1997,Q4
71764,New dwellings,New dwellings,E12000001,North East,1998,Q1
68191,New dwellings,New dwellings,E12000001,North East,1998,Q2
83929,New dwellings,New dwellings,E12000001,North East,1998,Q3
79928,New dwellings,New dwellings,E12000001,North East,1998,Q4
82778,New dwellings,New dwellings,E12000001,North East,1999,Q1
87545,New dwellings,New dwellings,E12000001,North East,1999,Q2
91299,New dwellings,New dwellings,E12000001,North East,1999,Q3
79498,New dwellings,New dwellings,E12000001,North East,1999,Q4
90996,New dwellings,New dwellings,E12000001,North East,2000,Q1
90130,New dwellings,New dwellings,E12000001,North East,2000,Q2
89678,New dwellings,New dwellings,E12000001,North East,2000,Q3
94039,New dwellings,New dwellings,E12000001,North East,2000,Q4
91062,New dwellings,New dwellings,E12000001,North East,2001,Q1
96179,New dwellings,New dwellings,E12000001,North East,2001,Q2
106512,New dwellings,New dwellings,E12000001,North East,2001,Q3
122039,New dwellings,New dwellings,E12000001,North East,2001,Q4
115735,New dwellings,New dwellings,E12000001,North East,2002,Q1
107394,New dwellings,New dwellings,E12000001,North East,2002,Q2
119573,New dwellings,New dwellings,E12000001,North East,2002,Q3
144248,New dwellings,New dwellings,E12000001,North East,2002,Q4
134918,New dwellings,New dwellings,E12000001,North East,2003,Q1
147484,New dwellings,New dwellings,E12000001,North East,2003,Q2
162450,New dwellings,New dwellings,E12000001,North East,2003,Q3
170402,New dwellings,New dwellings,E12000001,North East,2003,Q4
174202,New dwellings,New dwellings,E12000001,North East,2004,Q1
181156,New dwellings,New dwellings,E12000001,North East,2004,Q2
173842,New dwellings,New dwellings,E12000001,North East,2004,Q3
195341,New dwellings,New dwellings,E12000001,North East,2004,Q4
162766,New dwellings,New dwellings,E12000001,North East,2005,Q1
193147,New dwellings,New dwellings,E12000001,North East,2005,Q2
195640,New dwellings,New dwellings,E12000001,North East,2005,Q3
185080,New dwellings,New dwellings,E12000001,North East,2005,Q4
183088,New dwellings,New dwellings,E12000001,North East,2006,Q1
193961,New dwellings,New dwellings,E12000001,North East,2006,Q2
181950,New dwellings,New dwellings,E12000001,North East,2006,Q3
194955,New dwellings,New dwellings,E12000001,North East,2006,Q4
195206,New dwellings,New dwellings,E12000001,North East,2007,Q1
197299,New dwellings,New dwellings,E12000001,North East,2007,Q2
188239.82930246321,New dwellings,New dwellings,E12000001,North East,2007,Q3
196754.13757567664,New dwellings,New dwellings,E12000001,North East,2007,Q4
197227.29148629148,New dwellings,New dwellings,E12000001,North East,2008,Q1
200088.43850940725,New dwellings,New dwellings,E12000001,North East,2008,Q2
206714.86223646722,New dwellings,New dwellings,E12000001,North East,2008,Q3
188198.92250141487,New dwellings,New dwellings,E12000001,North East,2008,Q4
1674619980506822,New dwellings,New dwellings,E12000001,North East,2009,Q1
178331.15918715796,New dwellings,New dwellings,E12000001,North East,2009,Q2
1903445634919368,New dwellings,New dwellings,E12000001,North East,2009,Q3
184760.43187429852,New dwellings,New dwellings,E12000001,North East,2009,Q4
181776.28133903132,New dwellings,New dwellings,E12000001,North East,2010,Q1
180807.69857303193,New dwellings,New dwellings,E12000001,North East,2010,Q2
166265.69142512078,New dwellings,New dwellings,E12000001,North East,2010,Q3
180092.98372913353,New dwellings,New dwellings,E12000001,North East,2010,Q4
158481.7867269183,New dwellings,New dwellings,E12000001,North East,2011,Q1
172897.38786154575,New dwellings,New dwellings,E12000001,North East,2011,Q2
168506.12875816994,New dwellings,New dwellings,E12000001,North East,2011,Q3
172777.89476190475,New dwellings,New dwellings,E12000001,North East,2011,Q4
165681.96574074074,New dwellings,New dwellings,E12000001,North East,2012,Q1
160456.800275457,New dwellings,New dwellings,E12000001,North East,2012,Q2
166849.81663333334,New dwellings,New dwellings,E12000001,North East,2012,Q3
171415.14166666666,New dwellings,New dwellings,E12000001,North East,2012,Q4
176241.52275645148,New dwellings,New dwellings,E12000001,North East,2013,Q1
173455.52160646545,New dwellings,New dwellings,E12000001,North East,2013,Q2
180974.67205000002,New dwellings,New dwellings,E12000001,North East,2013,Q3
184869.91633389684,New dwellings,New dwellings,E12000001,North East,2013,Q4
195354.69523333336,New dwellings,New dwellings,E12000001,North East,2014,Q1
185002.6535831827,New dwellings,New dwellings,E12000001,North East,2014,Q2
189335.7469755495,New dwellings,New dwellings,E12000001,North East,2014,Q3
186709.33333333334,New dwellings,New dwellings,E12000001,North East,2014,Q4
187316,New dwellings,New dwellings,E12000001,North East,2015,Q1
185797.33333333334,New dwellings,New dwellings,E12000001,North East,2015,Q2
199926,New dwellings,New dwellings,E12000001,North East,2015,Q3
187588.89,New dwellings,New dwellings,E12000001,North East,2015,Q4
195996.80948352898,New dwellings,New dwellings,E12000001,North East,2016,Q1
196556.43639190812,New dwellings,New dwellings,E12000001,North East,2016,Q2
205941.5476080445,New dwellings,New dwellings,E12000001,North East,2016,Q3
205255.39950980394,New dwellings,New dwellings,E12000001,North East,2016,Q4
209263014016762,New dwellings,New dwellings,E12000001,North East,2017,Q1
215299.32558048386,New dwellings,New dwellings,E12000001,North East,2017,Q2
218212.58503027,New dwellings,New dwellings,E12000001,North East,2017,Q3
216230.88048674734,New dwellings,New dwellings,E12000001,North East,2017,Q4
215164.57731579916,New dwellings,New dwellings,E12000001,North East,2018,Q1
212672.6626330005,New dwellings,New dwellings,E12000001,North East,2018,Q2
227466.6854741555,New dwellings,New dwellings,E12000001,North East,2018,Q3
216080.97398218513,New dwellings,New dwellings,E12000001,North East,2018,Q4
224610.23243243244,New dwellings,New dwellings,E12000001,North East,2019,Q1
219939,New dwellings,New dwellings,E12000001,North East,2019,Q2
235368.66666666666,New dwellings,New dwellings,E12000001,North East,2019,Q3
231600,New dwellings,New dwellings,E12000001,North East,2019,Q4
238867,New dwellings,New dwellings,E12000001,North East,2020,Q1
222077.66666666666,New dwellings,New dwellings,E12000001,North East,2020,Q2
230451.33333333334,New dwellings,New dwellings,E12000001,North East,2020,Q3
246352,New dwellings,New dwellings,E12000001,North East,2020,Q4
248212.66666666666,New dwellings,New dwellings,E12000001,North East,2021,Q1
238126.33333333334,New dwellings,New dwellings,E12000001,North East,2021,Q2
239295.33333333334,New dwellings,New dwellings,E12000001,North East,2021,Q3
239633.66666666666,New dwellings,New dwellings,E12000001,North East,2021,Q4
260866.66666666666,New dwellings,New dwellings,E12000001,North East,2022,Q1
240567.33333333334,New dwellings,New dwellings,E12000001,North East,2022,Q2
259758.66666666666,New dwellings,New dwellings,E12000001,North East,2022,Q3
253227.33333333334,New dwellings,New dwellings,E12000001,North East,2022,Q4
269013.3333333333,New dwellings,New dwellings,E12000001,North East,2023,Q1
76416,New dwellings,New dwellings,E12000002,North West ,1992,Q2
73374,New dwellings,New dwellings,E12000002,North West ,1992,Q3
75951,New dwellings,New dwellings,E12000002,North West ,1992,Q4
